Input | IR Sensor Values               | Predicted            | Actual              
1587  | [0,0,0,0,0,0,0]                | [a1]                 | [r2]                
1588  | [  1,  0, 85,107, 64, 15,  1]  | [f2,f3]              | [e1,e2,f1,f2]       
1589  | [ 1, 0, 2, 5,15, 8, 0]         | [f2]                 | [f2]                
1590  | [0,0,0,0,0,0,0]                | [a1]                 | [a1,a2]             
1591  | [0,0,0,0,1,0,0]                | [a1]                 | [a1,a2]             
1592  | [ 0, 0,17, 9, 0, 1, 0]         | [e2]                 | [e2]                
1593  | [3,0,3,2,4,0,3]                | [r1,r2,s1,s2]        | [a2]                
1594  | [0,0,0,1,0,0,0]                | [b1,b2]              | [b2]                
1595  | [0,0,0,1,0,1,0]                | [r1,r2,s1,s2]        | [s2]                
1596  | [1,0,0,0,1,0,0]                | [a1]                 | [a1]                
1597  | [1,0,0,0,3,0,0]                | [r1,r2,s1,s2]        | [s1]                
1598  | [0,0,1,0,3,0,0]                | [r1,r2,s1,s2]        | [r2]                
1599  | [0,0,0,0,2,0,0]                | [s1]                 | [r1,r2]             
1600  | [0,0,0,1,3,0,0]                | [r1,r2,s1,s2]        | [s1]                
1601  | [  0,  2,217,747,  2,  0,  0]  | [e3]                 | [e3]                
1602  | [0,1,0,0,2,0,0]                | [s1]                 | [s2]                
1603  | [0,0,0,1,1,0,0]                | [b1,b2]              | [a1]                
1604  | [0,1,0,0,0,0,0]                | [b2]                 | [b1,b2]             
1605  | [ 1, 0, 4, 5,33, 4, 0]         | [f2,f3]              | [f2,f3]             
1606  | [0,0,0,1,0,0,0]                | [b1,b2]              | [a1,a2,b1,b2]       
1607  | [0,0,0,0,0,0,0]                | [a1]                 | [r2]                
1608  | [0,0,0,0,1,0,0]                | [a1]                 | [a1]                
1609  | [  0,  0, 81,107, 59, 14,  0]  | [f2,f3]              | [e1,e2,f1,f2]       
1610  | [0,0,0,0,0,0,0]                | [a1]                 | [s1,s2]             
1611  | [ 0, 0,18, 4, 0, 0, 0]         | [e2]                 | [e2]                
1612  | [ 0, 0, 1, 6,31, 3, 0]         | [f2,f3]              | [f2,f3]             
1613  | [ 0, 0, 4, 0,33, 1, 0]         | [f2,f3]              | [f2,f3]             
1614  | [0,0,0,0,0,0,0]                | [a1]                 | [s2]                
1615  | [0,1,0,1,0,0,0]                | [b2]                 | [b1,b2]             
1616  | [0,0,0,0,0,0,0]                | [a1]                 | [a1]                
1617  | [0,0,1,0,3,0,0]                | [r1,r2,s1,s2]        | [a2]                
1618  | [0,0,0,0,1,0,0]                | [a1]                 | [r1,r2,s1,s2]       
1619  | [0,0,1,0,3,0,2]                | [r1,r2,s1,s2]        | [s2]                
1620  | [0,0,0,0,1,0,0]                | [a1]                 | [s1,s2]             
1621  | [0,0,0,2,0,0,0]                | [b1]                 | [r1,r2]             
1622  | [ 0, 0,15,35, 0, 1, 0]         | [e2]                 | [e2,e3]             
1623  | [0,0,0,0,3,0,1]                | [r1,r2,s1,s2]        | [s1]                
1624  | [  0,  1,  0,  0,223,  4,  0]  | [f3]                 | [f3]                
1625  | [0,0,0,0,0,0,0]                | [a1]                 | [r1,r2]             
1626  | [  0,  0,218,748,  2,  0,  0]  | [e3]                 | [e3]                
1627  | [0,0,0,1,0,0,0]                | [b1,b2]              | [b1]                
1628  | [0,0,0,2,0,0,0]                | [b1]                 | [s1]                
1629  | [  0,  0,218,744,  3,  0,  0]  | [e3]                 | [e3]                
1630  | [ 0, 0, 0, 5,29, 4, 0]         | [f2,f3]              | [f2,f3]             
1631  | [0,2,0,2,0,0,0]                | [b1]                 | [b1,b2]             
1632  | [0,0,0,0,2,0,0]                | [s1]                 | [a1,a2]             
1633  | [0,1,0,0,0,0,0]                | [b2]                 | [r1,r2]             
1634  | [0,0,0,1,1,0,0]                | [b1,b2]              | [r1,r2]             
1635  | [0,0,0,0,0,0,0]                | [a1]                 | [s1]                
1636  | [  0,  0,  0,  2,226,  5,  0]  | [f3]                 | [f3]                
1637  | [0,0,0,0,3,0,0]                | [r1,r2,s1,s2]        | [r1,r2,s1,s2]       
1638  | [  0,  0,  0,  0,226,  1,  0]  | [f3]                 | [f3]                
1639  | [0,0,0,0,4,0,0]                | [r1,r2,s1,s2]        | [r2]                
1640  | [0,0,0,0,0,0,0]                | [a1]                 | [r1]                
1641  | [0,0,0,0,0,0,0]                | [a1]                 | [a1,a2,b1,b2]       
1642  | [  0,  0,220,747,  3,  0,  1]  | [e3]                 | [e3]                
1643  | [0,0,0,0,0,0,0]                | [a1]                 | [b1,b2]             
1644  | [0,0,0,1,0,0,0]                | [b1,b2]              | [s1]                
1645  | [0,0,0,1,1,0,0]                | [b1,b2]              | [r2]                
1646  | [0,0,0,0,1,0,1]                | [a1]                 | [s2]                
1647  | [0,0,0,0,3,0,0]                | [r1,r2,s1,s2]        | [r1,r2,s1,s2]       
1648  | [0,0,0,2,0,0,0]                | [b1]                 | [r1]                
1649  | [0,0,0,0,2,0,0]                | [s1]                 | [a1,a2]             
1650  | [ 0, 0, 1, 5,14, 6, 0]         | [f2]                 | [f2]                
1651  | [0,0,0,2,1,0,0]                | [b1]                 | [b2]                
1652  | [  0,  0, 81,109, 60, 17,  0]  | [f2,f3]              | [e1,e2,f1,f2]       
1653  | [0,0,0,0,1,0,0]                | [a1]                 | [b1,b2]             
1654  | [0,1,0,0,1,0,0]                | [b2]                 | [a2]                
1655  | [0,0,0,0,2,0,0]                | [s1]                 | [s1,s2]             
1656  | [ 0, 1,17, 8, 0, 0, 0]         | [e2]                 | [e2]                
1657  | [0,0,0,0,0,0,0]                | [a1]                 | [a1]                
1658  | [0,0,0,0,1,0,0]                | [a1]                 | [r1]                
1659  | [0,0,0,0,0,0,0]                | [a1]                 | [s1,s2]             
1660  | [0,0,2,1,3,0,0]                | [r1,r2,s1,s2]        | [r1,r2,s1,s2]       
1661  | [ 0, 0, 1, 5,14, 8, 0]         | [f2]                 | [f2]                
1662  | [0,0,0,0,2,0,0]                | [s1]                 | [r1]                
1663  | [  0,  0,  0,  1,226,  5,  0]  | [f3]                 | [f3]                
1664  | [0,1,0,3,0,0,0]                | [b1]                 | [b1,b2]             
1665  | [ 0, 0, 3, 6,15, 7, 0]         | [f2]                 | [f2]                
1666  | [0,0,0,1,2,0,0]                | [r1,r2,s1,s2]        | [a1,a2]             
1667  | [0,0,0,3,0,1,0]                | [b1]                 | [r1,r2]             
1668  | [0,0,1,1,2,0,0]                | [r1,r2,s1,s2]        | [a1]                
1669  | [0,0,0,0,1,0,0]                | [a1]                 | [a1,a2]             
1670  | [0,0,0,1,1,0,0]                | [b1,b2]              | [s1,s2]             
1671  | [  0,  0,  0,  0,225,  5,  0]  | [f3]                 | [f3]                
1672  | [0,0,0,0,1,0,0]                | [a1]                 | [a1,a2,b1,b2]       
1673  | [0,0,0,0,0,0,0]                | [a1]                 | [b1]                
1674  | [ 0, 0, 3, 2,33, 1, 0]         | [f2,f3]              | [f2,f3]             
1675  | [  0,  3,215,747,  0,  0,  0]  | [e3]                 | [e3]                
1676  | [0,0,0,0,2,0,2]                | [s1]                 | [r1,r2]             
1677  | [0,0,0,0,0,0,0]                | [a1]                 | [a2]                
1678  | [0,1,1,3,2,0,0]                | [b1,b2]              | [r1]                
1679  | [ 0, 1,17,35, 1, 0, 0]         | [e2]                 | [e2,e3]             
1680  | [0,0,0,1,0,0,0]                | [b1,b2]              | [b1,b2]             
1681  | [0,0,0,2,0,0,0]                | [b1]                 | [b1,b2]             
1682  | [ 0, 0, 0, 4,11, 8, 0]         | [f2]                 | [f2]                
1683  | [0,0,0,0,1,0,0]                | [a1]                 | [r1]                
1684  | [ 0, 0, 0, 4,27, 4, 0]         | [f2,f3]              | [f2,f3]             
1685  | [0,0,0,0,0,0,0]                | [a1]                 | [s1,s2]             
1686  | [0,0,0,0,2,0,0]                | [s1]                 | [s2]                
1687  | [0,0,1,0,3,0,0]                | [r1,r2,s1,s2]        | [r2]                
1688  | [0,0,0,0,3,0,0]                | [r1,r2,s1,s2]        | [r1,r2,s1,s2]       
1689  | [ 0, 0,16,30, 0, 0, 0]         | [e2]                 | [e2,e3]             
1690  | [0,0,0,0,3,0,0]                | [r1,r2,s1,s2]        | [r2]                
1691  | [0,1,0,0,0,0,0]                | [b2]                 | [s1,s2]             
1692  | [0,0,1,0,4,0,0]                | [r1,r2,s1,s2]        | [r1,r2]             
1693  | [0,2,0,0,2,1,0]                | [r1,r2,s1,s2]        | [r1,r2,s1,s2]       
1694  | [0,0,0,0,0,0,0]                | [a1]                 | [s1]                
1695  | [ 0, 0,16, 8, 0, 0, 0]         | [e2]                 | [e2]                
1696  | [0,0,0,0,2,0,0]                | [s1]                 | [r2]                
1697  | [0,0,0,1,1,0,0]                | [b1,b2]              | [s2]                
1698  | [ 0, 1, 3, 5,14, 6, 0]         | [f2]                 | [f2]                
1699  | [0,0,0,1,2,0,0]                | [r1,r2,s1,s2]        | [s2]                
1700  | [0,0,0,0,3,0,0]                | [r1,r2,s1,s2]        | [s1,s2]             
1701  | [  0,  0, 83,108, 61, 16,  0]  | [f2,f3]              | [e1,e2,f1,f2]       
1702  | [0,0,1,3,0,0,0]                | [b1]                 | [b1]                
1703  | [0,0,0,1,0,0,0]                | [b1,b2]              | [b2]                
1704  | [0,1,0,1,0,0,0]                | [b2]                 | [s1,s2]             
1705  | [0,0,0,1,1,0,0]                | [b1,b2]              | [r1]                
1706  | [0,0,0,0,0,0,0]                | [a1]                 | [r1]                
1707  | [ 0, 0,18,32, 0, 0, 0]         | [e2]                 | [e2,e3]             
1708  | [0,0,0,0,0,0,0]                | [a1]                 | [r1,r2,s1,s2]       
1709  | [0,0,0,0,0,0,0]                | [a1]                 | [s1,s2]             
1710  | [  0,  0,  0,  0,226,  3,  0]  | [f3]                 | [f3]                
1711  | [ 0, 0, 3, 1,13, 3, 0]         | [f2]                 | [f2]                
1712  | [0,0,0,0,1,0,0]                | [a1]                 | [r1]                
1713  | [ 0, 0, 3, 2,16, 5, 0]         | [f2]                 | [f2]                
1714  | [0,0,0,0,2,0,0]                | [s1]                 | [a2]                
1715  | [0,0,1,1,1,0,0]                | [b1,b2]              | [r1,r2]             
1716  | [0,0,0,0,0,0,0]                | [a1]                 | [s1]                
1717  | [0,0,0,0,0,0,0]                | [a1]                 | [r1]                
1718  | [ 0, 0,17, 6, 3, 0, 0]         | [e2]                 | [e2]                
1719  | [0,0,0,0,0,0,0]                | [a1]                 | [a1]                
1720  | [0,1,0,0,0,0,0]                | [b2]                 | [b2]                
1721  | [ 0, 0, 1, 1,33, 4, 0]         | [f2,f3]              | [f2,f3]             
1722  | [ 0, 1,18, 8, 1, 0, 0]         | [e2]                 | [e2]                
1723  | [0,0,0,1,0,0,0]                | [b1,b2]              | [r2]                
1724  | [0,0,0,0,0,0,0]                | [a1]                 | [a1]                
1725  | [ 1, 0,19,31, 1, 0, 0]         | [e2]                 | [e2,e3]             
1726  | [  0,  0,  0,  0,222,  6,  0]  | [f3]                 | [f3]                
1727  | [0,0,0,1,0,0,0]                | [b1,b2]              | [s2]                
1728  | [0,0,0,0,2,0,0]                | [s1]                 | [r2]                
1729  | [0,0,0,0,1,0,0]                | [a1]                 | [b1,b2]             
1730  | [0,0,0,0,2,0,0]                | [s1]                 | [b1,b2]             
1731  | [0,0,0,0,1,0,0]                | [a1]                 | [s1]                
1732  | [0,1,0,1,0,0,0]                | [b2]                 | [r1,r2,s1,s2]       
1733  | [1,0,0,0,2,0,0]                | [s1]                 | [s2]                
1734  | [0,0,0,1,4,0,0]                | [r1,r2,s1,s2]        | [r2]                
1735  | [0,0,0,1,0,0,0]                | [b1,b2]              | [s1]                
1736  | [0,1,0,1,0,0,0]                | [b2]                 | [r1,r2,s1,s2]       
1737  | [ 0, 0, 0, 5,12, 9, 0]         | [f2]                 | [f2]                
1738  | [0,1,0,2,0,0,0]                | [b1]                 | [s1,s2]             
1739  | [ 0, 0,13, 7, 0, 0, 0]         | [e2]                 | [e2]                
1740  | [0,1,0,0,0,0,0]                | [b2]                 | [a1,a2]             
1741  | [0,0,0,0,2,0,0]                | [s1]                 | [r1]                
1742  | [0,0,0,0,4,0,0]                | [r1,r2,s1,s2]        | [r2]                
1743  | [0,0,0,0,0,0,0]                | [a1]                 | [b2]                
1744  | [0,0,0,1,0,0,0]                | [b1,b2]              | [r2]                
1745  | [0,0,0,0,0,0,0]                | [a1]                 | [a1,a2,b1,b2]       
1746  | [ 0, 0,20,33, 5, 0, 0]         | [e2]                 | [e2,e3]             
1747  | [0,0,0,1,0,0,0]                | [b1,b2]              | [s1]                
1748  | [0,0,0,2,0,0,0]                | [b1]                 | [s1]                
1749  | [0,0,0,1,1,0,0]                | [b1,b2]              | [a1,a2,b1,b2]       
1750  | [0,0,1,2,2,0,1]                | [b1,b2]              | [b1]                
1751  | [0,0,0,1,3,0,0]                | [r1,r2,s1,s2]        | [r1,r2]             
1752  | [  0,  1,218,748,  4,  0,  0]  | [e3]                 | [e3]                
1753  | [0,0,0,0,3,0,0]                | [r1,r2,s1,s2]        | [a1,a2]             
1754  | [0,0,0,2,2,0,0]                | [b1,b2]              | [r1,r2]             
1755  | [  0,  0, 84,106, 59, 15,  0]  | [f2,f3]              | [e1,e2,f1,f2]       
1756  | [0,0,0,1,1,0,0]                | [b1,b2]              | [a1,a2,b1,b2]       
1757  | [0,0,0,0,0,0,0]                | [a1]                 | [s2]                
1758  | [0,0,0,0,4,0,0]                | [r1,r2,s1,s2]        | [s2]                
1759  | [0,0,0,0,1,0,0]                | [a1]                 | [r2]                
1760  | [0,0,0,0,1,0,0]                | [a1]                 | [a1,a2,b1,b2]       
1761  | [0,0,0,0,0,0,0]                | [a1]                 | [a1,a2,b1,b2]       
1762  | [0,1,0,1,0,1,0]                | [r1,r2,s1,s2]        | [s2]                
1763  | [0,0,0,2,0,0,0]                | [b1]                 | [a1,a2,b1,b2]       
1764  | [0,0,0,0,0,0,0]                | [a1]                 | [a1,a2]             
1765  | [0,0,0,1,0,0,0]                | [b1,b2]              | [a1]                
1766  | [  0,  4,217,750,  1,  1,  0]  | [e3]                 | [e3]                
1767  | [0,0,0,0,1,0,0]                | [a1]                 | [a1,a2,b1,b2]       
1768  | [0,0,0,0,0,0,0]                | [a1]                 | [r1]                
1769  | [0,0,0,2,0,1,0]                | [b1]                 | [s1,s2]             
1770  | [0,0,0,0,0,0,0]                | [a1]                 | [b2]                
1771  | [ 0, 0, 4, 4,15, 6, 2]         | [f2]                 | [f2]                
1772  | [0,0,0,1,0,0,0]                | [b1,b2]              | [s2]                
1773  | [0,0,0,0,2,0,0]                | [s1]                 | [r1]                
1774  | [  0,  0,221,745,  4,  0,  0]  | [e3]                 | [e3]                
1775  | [0,0,0,0,3,0,0]                | [r1,r2,s1,s2]        | [s1,s2]             
1776  | [0,0,0,1,0,0,0]                | [b1,b2]              | [b2]                
1777  | [  0,  0,  0,  0,227,  4,  0]  | [f3]                 | [f3]                
1778  | [  0,  1,217,750,  0,  0,  0]  | [e3]                 | [e3]                
1779  | [0,0,0,0,1,0,1]                | [a1]                 | [r1,r2]             
1780  | [0,0,0,3,0,0,0]                | [b1]                 | [b1]                
1781  | [  0,  0, 86,106, 61, 14,  0]  | [f2,f3]              | [e1,e2,f1,f2]       
1782  | [0,0,0,0,0,0,0]                | [a1]                 | [a2]                
1783  | [0,1,0,1,0,0,0]                | [b2]                 | [r1,r2]             
1784  | [0,0,0,0,3,0,0]                | [r1,r2,s1,s2]        | [s1]                
1785  | [0,0,0,1,2,0,0]                | [r1,r2,s1,s2]        | [b1,b2]             
1786  | [0,0,0,1,0,0,0]                | [b1,b2]              | [b1,b2]             
1787  | [ 0, 0,17,32, 2, 0, 0]         | [e2]                 | [e2,e3]             
1788  | [ 0, 0,14, 4, 0, 0, 0]         | [e2]                 | [e2]                
1789  | [  0,  0,  1,  2,228,  5,  0]  | [f3]                 | [f3]                
1790  | [ 0, 0, 2, 3,14, 5, 0]         | [f2]                 | [f2]                
1791  | [ 0, 0, 0, 4,10, 7, 0]         | [f2]                 | [f2]                
1792  | [0,0,0,0,1,0,0]                | [a1]                 | [b1]                
1793  | [ 0, 0,15, 6, 0, 0, 0]         | [e2]                 | [e2]                
1794  | [0,0,0,0,0,0,0]                | [a1]                 | [b2]                
1795  | [0,0,0,1,0,0,0]                | [b1,b2]              | [r1,r2,s1,s2]       
1796  | [0,0,1,0,2,0,0]                | [s1]                 | [s1,s2]             
1797  | [0,0,0,0,2,0,0]                | [s1]                 | [s1,s2]             
1798  | [0,0,0,2,1,0,0]                | [b1]                 | [r1,r2,s1,s2]       
1799  | [0,0,0,0,0,0,0]                | [a1]                 | [a1,a2,b1,b2]       
1800  | [0,0,0,0,1,0,0]                | [a1]                 | [s1]                
1801  | [0,0,1,0,2,0,0]                | [s1]                 | [r1,r2]             
1802  | [0,0,0,0,2,0,0]                | [s1]                 | [s1,s2]             
1803  | [0,0,0,0,2,0,0]                | [s1]                 | [r2]                
1804  | [ 0, 0,19,30, 1, 0, 0]         | [e2]                 | [e2,e3]             
1805  | [0,0,0,1,1,0,0]                | [b1,b2]              | [r1,r2,s1,s2]       
1806  | [0,0,0,0,0,0,0]                | [a1]                 | [s1,s2]             
1807  | [0,0,0,0,0,1,0]                | [r1,r2,s1,s2]        | [r1,r2]             
1808  | [  0,  0,  0,  1,223,  7,  0]  | [f3]                 | [f3]                
1809  | [ 0, 0,14,33, 0, 0, 0]         | [e2]                 | [e2,e3]             
1810  | [ 0, 0, 2, 5,33, 4, 0]         | [f2,f3]              | [f2,f3]             
1811  | [0,0,0,0,1,0,0]                | [a1]                 | [s2]                
1812  | [ 0, 0,12,34, 0, 0, 0]         | [e2]                 | [e2,e3]             
1813  | [0,0,0,0,0,0,0]                | [a1]                 | [a2]                
1814  | [ 0, 0, 4, 5,13,10, 0]         | [f2]                 | [f2]                
1815  | [0,0,0,0,1,0,0]                | [a1]                 | [s1,s2]             
1816  | [ 0, 0,20, 4, 3, 0, 0]         | [e2]                 | [e2]                
1817  | [ 0, 0, 0, 6,30, 4, 0]         | [f2,f3]              | [f2,f3]             
1818  | [0,0,0,0,1,0,0]                | [a1]                 | [a1,a2,b1,b2]       
1819  | [0,0,0,0,0,0,0]                | [a1]                 | [a1,a2,b1,b2]       
1820  | [0,0,0,1,1,0,0]                | [b1,b2]              | [a1,a2]             
1821  | [0,1,0,1,0,0,0]                | [b2]                 | [b1]                
1822  | [0,0,0,0,0,1,0]                | [r1,r2,s1,s2]        | [r2]                
1823  | [0,0,0,0,2,0,0]                | [s1]                 | [s1,s2]             
1824  | [  0,  0,  0,  0,222,  5,  0]  | [f3]                 | [f3]                
1825  | [0,1,0,0,2,0,0]                | [s1]                 | [s1]                
1826  | [0,2,0,2,0,0,0]                | [b1]                 | [b2]                
1827  | [0,0,0,1,0,0,0]                | [b1,b2]              | [b2]                
1828  | [0,0,0,0,2,0,0]                | [s1]                 | [a1]                
1829  | [0,0,0,2,1,0,0]                | [b1]                 | [a2]                
1830  | [0,0,0,1,0,0,0]                | [b1,b2]              | [a1]                
1831  | [0,0,0,0,0,0,0]                | [a1]                 | [r1,r2]             
1832  | [0,0,0,0,2,0,0]                | [s1]                 | [r2]                
1833  | [0,0,0,1,2,0,0]                | [r1,r2,s1,s2]        | [a2]                
1834  | [0,0,0,0,0,0,0]                | [a1]                 | [b2]                
1835  | [ 0, 0, 2, 4,16, 8, 0]         | [f2]                 | [f2]                
1836  | [0,0,0,1,1,0,0]                | [b1,b2]              | [s2]                
1837  | [0,0,0,0,2,0,0]                | [s1]                 | [s1,s2]             
1838  | [0,0,0,0,0,0,0]                | [a1]                 | [a1,a2,b1,b2]       
1839  | [  0,  0,  0,  0,226,  4,  1]  | [f3]                 | [f3]                
1840  | [ 0, 0, 1, 4,14, 7, 0]         | [f2]                 | [f2]                
1841  | [0,0,0,1,0,0,0]                | [b1,b2]              | [r2]                
1842  | [0,0,0,2,2,0,0]                | [b1,b2]              | [b1]                
1843  | [0,0,0,0,0,0,0]                | [a1]                 | [s2]                
1844  | [0,0,0,0,0,0,0]                | [a1]                 | [b1,b2]             
1845  | [0,0,1,0,4,0,0]                | [r1,r2,s1,s2]        | [s1,s2]             
1846  | [0,0,0,0,1,0,0]                | [a1]                 | [r2]                
1847  | [0,0,0,0,2,0,0]                | [s1]                 | [a1]                
1848  | [0,0,0,0,0,0,0]                | [a1]                 | [r1,r2,s1,s2]       
1849  | [0,0,0,2,1,0,0]                | [b1]                 | [a1]                
1850  | [0,0,0,0,4,0,0]                | [r1,r2,s1,s2]        | [r1,r2,s1,s2]       
1851  | [0,0,0,1,0,0,0]                | [b1,b2]              | [r1]                
1852  | [0,0,0,1,2,0,0]                | [r1,r2,s1,s2]        | [a1]                
1853  | [0,0,0,0,4,0,0]                | [r1,r2,s1,s2]        | [s2]                
1854  | [ 0, 0, 4, 2,16, 4, 0]         | [f2]                 | [f2]                
1855  | [ 0, 0, 0, 7,12, 9, 0]         | [f2]                 | [f2]                
1856  | [0,0,0,2,0,0,0]                | [b1]                 | [s1,s2]             
1857  | [0,0,1,0,2,0,0]                | [s1]                 | [b2]                
1858  | [0,0,0,0,1,0,0]                | [a1]                 | [b1,b2]             
1859  | [0,0,0,0,2,0,1]                | [s1]                 | [r1,r2]             
1860  | [0,0,0,0,1,0,0]                | [a1]                 | [b1,b2]             
1861  | [  0,  0,220,746,  3,  0,  0]  | [e3]                 | [e3]                
1862  | [0,0,1,2,2,0,0]                | [b1,b2]              | [b1]                
1863  | [  0,  0,  0,  3,226,  4,  0]  | [f3]                 | [f3]                
1864  | [0,0,0,0,0,0,0]                | [a1]                 | [r1,r2,s1,s2]       
1865  | [0,0,0,0,1,0,0]                | [a1]                 | [b2]                
1866  | [0,0,0,0,0,0,0]                | [a1]                 | [b2]                
1867  | [0,2,0,2,0,0,0]                | [b1]                 | [b1,b2]             
1868  | [ 0, 0,22, 4, 2, 0, 0]         | [e2]                 | [e2]                
1869  | [ 0, 0,19,33, 2, 0, 1]         | [e2]                 | [e2,e3]             
1870  | [  0,  1,  0,  1,223,  5,  0]  | [f3]                 | [f3]                
1871  | [0,1,0,0,1,0,0]                | [b2]                 | [b2]                
1872  | [0,0,0,1,2,0,0]                | [r1,r2,s1,s2]        | [b1]                
1873  | [  0,  0, 87,108, 63, 16,  1]  | [f2,f3]              | [e1,e2,f1,f2]       
1874  | [  0,  0,  0,  1,227,  4,  0]  | [f3]                 | [f3]                
1875  | [  0,  3,215,748,  2,  1,  0]  | [e3]                 | [e3]                
1876  | [ 0, 0, 0, 5,28, 6, 0]         | [f2,f3]              | [f2,f3]             
1877  | [0,0,1,1,2,0,0]                | [r1,r2,s1,s2]        | [b1,b2]             
1878  | [0,0,0,0,0,0,0]                | [a1]                 | [r2]                
1879  | [0,0,0,0,0,0,0]                | [a1]                 | [s1]                
1880  | [0,0,0,0,2,0,0]                | [s1]                 | [a1,a2]             
1881  | [0,0,0,0,0,0,0]                | [a1]                 | [b1,b2]             
1882  | [ 0, 0, 0, 5,29, 6, 0]         | [f2,f3]              | [f2,f3]             
1883  | [0,0,0,0,2,0,0]                | [s1]                 | [r2]                
1884  | [ 0, 0, 4, 4,33, 4, 0]         | [f2,f3]              | [f2,f3]             
1885  | [0,0,0,0,0,0,0]                | [a1]                 | [r2]                
1886  | [ 0, 0, 2, 2,33, 1, 0]         | [f2,f3]              | [f2,f3]             
1887  | [0,0,0,0,3,0,0]                | [r1,r2,s1,s2]        | [r2]                
1888  | [  0,  0, 85,103, 62, 13,  0]  | [f2,f3]              | [e1,e2,f1,f2]       
1889  | [0,0,0,3,1,0,0]                | [b1]                 | [b1]                
1890  | [ 0, 0, 0, 5,30, 5, 0]         | [f2,f3]              | [f2,f3]             
1891  | [  0,  0,  0,  1,225,  6,  0]  | [f3]                 | [f3]                
1892  | [0,0,0,0,2,0,0]                | [s1]                 | [a1,a2]             
1893  | [0,0,0,0,1,0,0]                | [a1]                 | [a1]                
1894  | [0,0,0,0,1,0,0]                | [a1]                 | [r1,r2]             
1895  | [0,0,0,0,0,0,0]                | [a1]                 | [r1,r2,s1,s2]       
1896  | [ 0, 0, 4, 5,15, 8, 0]         | [f2]                 | [f2]                
1897  | [ 0, 1, 2, 4,32, 1, 0]         | [f2,f3]              | [f2,f3]             
1898  | [0,0,0,1,0,0,0]                | [b1,b2]              | [a1,a2,b1,b2]       
1899  | [0,0,0,1,2,0,0]                | [r1,r2,s1,s2]        | [b1]                
1900  | [0,0,0,0,1,0,0]                | [a1]                 | [a1]                
1901  | [0,0,0,0,1,0,0]                | [a1]                 | [s2]                
1902  | [0,0,0,0,2,0,0]                | [s1]                 | [s1]                
1903  | [ 0, 0, 2, 3,31, 4, 0]         | [f2,f3]              | [f2,f3]             
1904  | [0,1,0,1,0,0,0]                | [b2]                 | [b1,b2]             
1905  | [0,0,1,1,1,0,0]                | [b1,b2]              | [a2]                
1906  | [0,0,0,0,0,0,0]                | [a1]                 | [s1]                
